"","Eatery.Name","Hour","X15.Minutes","Business.Date","Transactions"
"124","Trillium",10,"30-44","08/22/2023",4
"125","Trillium",10,"30-44","08/22/2023",6
"126","Trillium",10,"45-59","08/22/2023",9
"127","Trillium",10,"45-59","08/22/2023",1
"128","Trillium",10,"45-59","08/22/2023",8
"129","Trillium",11,"00-14","08/22/2023",1
"130","Trillium",11,"00-14","08/22/2023",33
"131","Trillium",11,"00-14","08/22/2023",1
"132","Trillium",11,"00-14","08/22/2023",4
"133","Trillium",11,"00-14","08/22/2023",58
"134","Trillium",11,"15-29","08/22/2023",1
"135","Trillium",11,"15-29","08/22/2023",52
"136","Trillium",11,"15-29","08/22/2023",1
"137","Trillium",11,"15-29","08/22/2023",2
"138","Trillium",11,"15-29","08/22/2023",89
"139","Trillium",11,"30-44","08/22/2023",45
"140","Trillium",11,"30-44","08/22/2023",1
"141","Trillium",11,"30-44","08/22/2023",1
"142","Trillium",11,"30-44","08/22/2023",115
"143","Trillium",11,"45-59","08/22/2023",54
"144","Trillium",11,"45-59","08/22/2023",6
"145","Trillium",11,"45-59","08/22/2023",82
"146","Trillium",12,"00-14","08/22/2023",56
"147","Trillium",12,"00-14","08/22/2023",4
"148","Trillium",12,"00-14","08/22/2023",69
"149","Trillium",12,"15-29","08/22/2023",53
"150","Trillium",12,"15-29","08/22/2023",7
"151","Trillium",12,"15-29","08/22/2023",86
"152","Trillium",12,"30-44","08/22/2023",41
"153","Trillium",12,"30-44","08/22/2023",1
"154","Trillium",12,"30-44","08/22/2023",9
"155","Trillium",12,"30-44","08/22/2023",75
"156","Trillium",12,"45-59","08/22/2023",61
"157","Trillium",12,"45-59","08/22/2023",1
"158","Trillium",12,"45-59","08/22/2023",5
"159","Trillium",12,"45-59","08/22/2023",94
"160","Trillium",13,"00-14","08/22/2023",1
"161","Trillium",13,"00-14","08/22/2023",61
"162","Trillium",13,"00-14","08/22/2023",6
"163","Trillium",13,"00-14","08/22/2023",5
"164","Trillium",13,"00-14","08/22/2023",107
"165","Trillium",13,"15-29","08/22/2023",38
"166","Trillium",13,"15-29","08/22/2023",2
"167","Trillium",13,"15-29","08/22/2023",4
"168","Trillium",13,"15-29","08/22/2023",74
"169","Trillium",13,"30-44","08/22/2023",19
"170","Trillium",13,"30-44","08/22/2023",2
"171","Trillium",13,"30-44","08/22/2023",1
"172","Trillium",13,"30-44","08/22/2023",48
"173","Trillium",13,"45-59","08/22/2023",17
"174","Trillium",13,"45-59","08/22/2023",1
"175","Trillium",13,"45-59","08/22/2023",1
"176","Trillium",13,"45-59","08/22/2023",20
"177","Trillium",14,"00-14","08/22/2023",7
"178","Trillium",14,"00-14","08/22/2023",3
"179","Trillium",14,"00-14","08/22/2023",24
"180","Trillium",14,"15-29","08/22/2023",17
"181","Trillium",14,"15-29","08/22/2023",4
"182","Trillium",14,"15-29","08/22/2023",30
"183","Trillium",14,"30-44","08/22/2023",14
"184","Trillium",14,"30-44","08/22/2023",1
"185","Trillium",14,"30-44","08/22/2023",22
"186","Trillium",14,"45-59","08/22/2023",7
"187","Trillium",14,"45-59","08/22/2023",1
"188","Trillium",14,"45-59","08/22/2023",1
"189","Trillium",14,"45-59","08/22/2023",23
"190","Trillium",15,"00-14","08/22/2023",3
"191","Trillium",15,"00-14","08/22/2023",4
"192","Trillium",8,"00-14","08/23/2023",2
"193","Trillium",8,"00-14","08/23/2023",3
"194","Trillium",8,"00-14","08/23/2023",8
"195","Trillium",8,"15-29","08/23/2023",4
"196","Trillium",8,"15-29","08/23/2023",1
"197","Trillium",8,"15-29","08/23/2023",17
"198","Trillium",8,"30-44","08/23/2023",2
"199","Trillium",8,"30-44","08/23/2023",8
"200","Trillium",8,"45-59","08/23/2023",15
"201","Trillium",8,"45-59","08/23/2023",4
"202","Trillium",9,"00-14","08/23/2023",9
"203","Trillium",9,"00-14","08/23/2023",5
"204","Trillium",9,"00-14","08/23/2023",7
"205","Trillium",9,"15-29","08/23/2023",5
"206","Trillium",9,"15-29","08/23/2023",1
"207","Trillium",9,"15-29","08/23/2023",1
"208","Trillium",9,"15-29","08/23/2023",8
"209","Trillium",9,"30-44","08/23/2023",2
"210","Trillium",9,"30-44","08/23/2023",2
"211","Trillium",9,"30-44","08/23/2023",20
"212","Trillium",9,"45-59","08/23/2023",11
"213","Trillium",9,"45-59","08/23/2023",1
"214","Trillium",9,"45-59","08/23/2023",21
"215","Trillium",10,"00-14","08/23/2023",15
"216","Trillium",10,"00-14","08/23/2023",40
"217","Trillium",10,"15-29","08/23/2023",7
"218","Trillium",10,"15-29","08/23/2023",21
"219","Trillium",10,"30-44","08/23/2023",3
"220","Trillium",10,"30-44","08/23/2023",11
"221","Trillium",10,"45-59","08/23/2023",6
"222","Trillium",10,"45-59","08/23/2023",13
"223","Trillium",11,"00-14","08/23/2023",42
"224","Trillium",11,"00-14","08/23/2023",1
"225","Trillium",11,"00-14","08/23/2023",2
"226","Trillium",11,"00-14","08/23/2023",92
"227","Trillium",11,"15-29","08/23/2023",38
"228","Trillium",11,"15-29","08/23/2023",2
"229","Trillium",11,"15-29","08/23/2023",83
"230","Trillium",11,"30-44","08/23/2023",2
"231","Trillium",11,"30-44","08/23/2023",49
"232","Trillium",11,"30-44","08/23/2023",7
"233","Trillium",11,"30-44","08/23/2023",94
"234","Trillium",11,"45-59","08/23/2023",46
"235","Trillium",11,"45-59","08/23/2023",1
"236","Trillium",11,"45-59","08/23/2023",12
"237","Trillium",11,"45-59","08/23/2023",69
"238","Trillium",12,"00-14","08/23/2023",50
"239","Trillium",12,"00-14","08/23/2023",1
"240","Trillium",12,"00-14","08/23/2023",9
"241","Trillium",12,"00-14","08/23/2023",67
"242","Trillium",12,"15-29","08/23/2023",53
"243","Trillium",12,"15-29","08/23/2023",4
"244","Trillium",12,"15-29","08/23/2023",126
"245","Trillium",12,"30-44","08/23/2023",60
"246","Trillium",12,"30-44","08/23/2023",4
"247","Trillium",12,"30-44","08/23/2023",103
"248","Trillium",12,"45-59","08/23/2023",57
"249","Trillium",12,"45-59","08/23/2023",1
"250","Trillium",12,"45-59","08/23/2023",5
"251","Trillium",12,"45-59","08/23/2023",66
"252","Trillium",13,"00-14","08/23/2023",71
"253","Trillium",13,"00-14","08/23/2023",4
"254","Trillium",13,"00-14","08/23/2023",4
"255","Trillium",13,"00-14","08/23/2023",81
"256","Trillium",13,"15-29","08/23/2023",40
"257","Trillium",13,"15-29","08/23/2023",1
"258","Trillium",13,"15-29","08/23/2023",2
"259","Trillium",13,"15-29","08/23/2023",84
"260","Trillium",13,"30-44","08/23/2023",36
"261","Trillium",13,"30-44","08/23/2023",11
"262","Trillium",13,"30-44","08/23/2023",78
"263","Trillium",13,"45-59","08/23/2023",27
"264","Trillium",13,"45-59","08/23/2023",2
"265","Trillium",13,"45-59","08/23/2023",2
"266","Trillium",13,"45-59","08/23/2023",28
"267","Trillium",14,"00-14","08/23/2023",13
"268","Trillium",14,"00-14","08/23/2023",1
"269","Trillium",14,"00-14","08/23/2023",21
"270","Trillium",14,"15-29","08/23/2023",28
"271","Trillium",14,"15-29","08/23/2023",3
"272","Trillium",14,"15-29","08/23/2023",39
"273","Trillium",14,"30-44","08/23/2023",18
"274","Trillium",14,"30-44","08/23/2023",1
"275","Trillium",14,"30-44","08/23/2023",1
"276","Trillium",14,"30-44","08/23/2023",45
"277","Trillium",14,"45-59","08/23/2023",18
"278","Trillium",14,"45-59","08/23/2023",1
"279","Trillium",14,"45-59","08/23/2023",39
"280","Trillium",15,"00-14","08/23/2023",5
"281","Trillium",15,"00-14","08/23/2023",6
"282","Trillium",7,"00-14","08/24/2023",2
"283","Trillium",8,"00-14","08/24/2023",1
"284","Trillium",8,"00-14","08/24/2023",1
"285","Trillium",8,"00-14","08/24/2023",21
"286","Trillium",8,"15-29","08/24/2023",9
"287","Trillium",8,"15-29","08/24/2023",3
"288","Trillium",8,"15-29","08/24/2023",24
"289","Trillium",8,"30-44","08/24/2023",6
"290","Trillium",8,"30-44","08/24/2023",1
"291","Trillium",8,"30-44","08/24/2023",23
"292","Trillium",8,"45-59","08/24/2023",17
"293","Trillium",8,"45-59","08/24/2023",2
"294","Trillium",8,"45-59","08/24/2023",3
"295","Trillium",9,"00-14","08/24/2023",6
"296","Trillium",9,"00-14","08/24/2023",1
"297","Trillium",9,"00-14","08/24/2023",2
"298","Trillium",9,"00-14","08/24/2023",13
"299","Trillium",9,"15-29","08/24/2023",7
"300","Trillium",9,"15-29","08/24/2023",17
"301","Trillium",9,"30-44","08/24/2023",6
"302","Trillium",9,"30-44","08/24/2023",27
"303","Trillium",9,"45-59","08/24/2023",12
"304","Trillium",9,"45-59","08/24/2023",1
"305","Trillium",9,"45-59","08/24/2023",21
"306","Trillium",10,"00-14","08/24/2023",19
"307","Trillium",10,"00-14","08/24/2023",1
"308","Trillium",10,"00-14","08/24/2023",30
"309","Trillium",10,"15-29","08/24/2023",9
"310","Trillium",10,"15-29","08/24/2023",1
"311","Trillium",10,"15-29","08/24/2023",1
"312","Trillium",10,"15-29","08/24/2023",18
"313","Trillium",10,"30-44","08/24/2023",4
"314","Trillium",10,"30-44","08/24/2023",1
"315","Trillium",10,"30-44","08/24/2023",7
"316","Trillium",10,"45-59","08/24/2023",3
"317","Trillium",10,"45-59","08/24/2023",2
"318","Trillium",10,"45-59","08/24/2023",14
"319","Trillium",11,"00-14","08/24/2023",19
"320","Trillium",11,"00-14","08/24/2023",2
"321","Trillium",11,"00-14","08/24/2023",3
"322","Trillium",11,"00-14","08/24/2023",39
"323","Trillium",11,"15-29","08/24/2023",35
"324","Trillium",11,"15-29","08/24/2023",1
"325","Trillium",11,"15-29","08/24/2023",2
"326","Trillium",11,"15-29","08/24/2023",71
"327","Trillium",11,"30-44","08/24/2023",54
"328","Trillium",11,"30-44","08/24/2023",2
"329","Trillium",11,"30-44","08/24/2023",1
"330","Trillium",11,"30-44","08/24/2023",128
"331","Trillium",11,"45-59","08/24/2023",41
"332","Trillium",11,"45-59","08/24/2023",1
"333","Trillium",11,"45-59","08/24/2023",2
"334","Trillium",11,"45-59","08/24/2023",109
"335","Trillium",12,"00-14","08/24/2023",58
"336","Trillium",12,"00-14","08/24/2023",13
"337","Trillium",12,"00-14","08/24/2023",74
"338","Trillium",12,"00-14","08/24/2023",1
"339","Trillium",12,"15-29","08/24/2023",55
"340","Trillium",12,"15-29","08/24/2023",2
"341","Trillium",12,"15-29","08/24/2023",6
"342","Trillium",12,"15-29","08/24/2023",71
"343","Trillium",12,"30-44","08/24/2023",44
"344","Trillium",12,"30-44","08/24/2023",2
"345","Trillium",12,"30-44","08/24/2023",8
"346","Trillium",12,"30-44","08/24/2023",39
"347","Trillium",12,"45-59","08/24/2023",44
"348","Trillium",12,"45-59","08/24/2023",10
"349","Trillium",12,"45-59","08/24/2023",79
"350","Trillium",13,"00-14","08/24/2023",82
"351","Trillium",13,"00-14","08/24/2023",4
"352","Trillium",13,"00-14","08/24/2023",2
"353","Trillium",13,"00-14","08/24/2023",136
"354","Trillium",13,"15-29","08/24/2023",57
"355","Trillium",13,"15-29","08/24/2023",3
"356","Trillium",13,"15-29","08/24/2023",2
"357","Trillium",13,"15-29","08/24/2023",92
"358","Trillium",13,"30-44","08/24/2023",28
"359","Trillium",13,"30-44","08/24/2023",1
"360","Trillium",13,"30-44","08/24/2023",6
"361","Trillium",13,"30-44","08/24/2023",57
"362","Trillium",13,"45-59","08/24/2023",19
"363","Trillium",13,"45-59","08/24/2023",1
"364","Trillium",13,"45-59","08/24/2023",1
"365","Trillium",13,"45-59","08/24/2023",19
"366","Trillium",14,"00-14","08/24/2023",16
"367","Trillium",14,"00-14","08/24/2023",4
"368","Trillium",14,"00-14","08/24/2023",25
"369","Trillium",14,"15-29","08/24/2023",12
"370","Trillium",14,"15-29","08/24/2023",2
"371","Trillium",14,"15-29","08/24/2023",37
"372","Trillium",14,"30-44","08/24/2023",11
"373","Trillium",14,"30-44","08/24/2023",2
"374","Trillium",14,"30-44","08/24/2023",25
"375","Trillium",14,"45-59","08/24/2023",15
"376","Trillium",14,"45-59","08/24/2023",1
"377","Trillium",14,"45-59","08/24/2023",33
"378","Trillium",15,"00-14","08/24/2023",2
"379","Trillium",15,"15-29","08/24/2023",1
"380","Trillium",8,"00-14","08/25/2023",3
"381","Trillium",8,"00-14","08/25/2023",4
"382","Trillium",8,"15-29","08/25/2023",5
"383","Trillium",8,"15-29","08/25/2023",1
"384","Trillium",8,"15-29","08/25/2023",2
"385","Trillium",8,"15-29","08/25/2023",1
"386","Trillium",8,"30-44","08/25/2023",4
"387","Trillium",8,"30-44","08/25/2023",2
"388","Trillium",8,"30-44","08/25/2023",4
"389","Trillium",8,"45-59","08/25/2023",7
"390","Trillium",8,"45-59","08/25/2023",1
"391","Trillium",8,"45-59","08/25/2023",13
"392","Trillium",9,"00-14","08/25/2023",8
"393","Trillium",9,"00-14","08/25/2023",5
"394","Trillium",9,"00-14","08/25/2023",10
"395","Trillium",9,"15-29","08/25/2023",8
"396","Trillium",9,"15-29","08/25/2023",4
"397","Trillium",9,"15-29","08/25/2023",9
"398","Trillium",9,"30-44","08/25/2023",10
"399","Trillium",9,"30-44","08/25/2023",1
"400","Trillium",9,"30-44","08/25/2023",16
"401","Trillium",9,"45-59","08/25/2023",5
"402","Trillium",9,"45-59","08/25/2023",19
"403","Trillium",10,"00-14","08/25/2023",13
"404","Trillium",10,"00-14","08/25/2023",1
"405","Trillium",10,"00-14","08/25/2023",27
"406","Trillium",10,"15-29","08/25/2023",7
"407","Trillium",10,"15-29","08/25/2023",17
"408","Trillium",10,"30-44","08/25/2023",6
"409","Trillium",10,"30-44","08/25/2023",8
"410","Trillium",10,"45-59","08/25/2023",6
"411","Trillium",10,"45-59","08/25/2023",8
"412","Trillium",11,"00-14","08/25/2023",34
"413","Trillium",11,"00-14","08/25/2023",3
"414","Trillium",11,"00-14","08/25/2023",89
"415","Trillium",11,"15-29","08/25/2023",1
"416","Trillium",11,"15-29","08/25/2023",52
"417","Trillium",11,"15-29","08/25/2023",1
"418","Trillium",11,"15-29","08/25/2023",1
"419","Trillium",11,"15-29","08/25/2023",74
"420","Trillium",11,"30-44","08/25/2023",20
"421","Trillium",11,"30-44","08/25/2023",1
"422","Trillium",11,"30-44","08/25/2023",36
"423","Trillium",11,"45-59","08/25/2023",20
"424","Trillium",11,"45-59","08/25/2023",7
"425","Trillium",11,"45-59","08/25/2023",26
"426","Trillium",12,"00-14","08/25/2023",39
"427","Trillium",12,"00-14","08/25/2023",3
"428","Trillium",12,"00-14","08/25/2023",2
"429","Trillium",12,"00-14","08/25/2023",66
"430","Trillium",12,"15-29","08/25/2023",1
"431","Trillium",12,"15-29","08/25/2023",47
"432","Trillium",12,"15-29","08/25/2023",1
"433","Trillium",12,"15-29","08/25/2023",7
"434","Trillium",12,"15-29","08/25/2023",114
"435","Trillium",12,"30-44","08/25/2023",2
"436","Trillium",12,"30-44","08/25/2023",33
"437","Trillium",12,"30-44","08/25/2023",6
"438","Trillium",12,"30-44","08/25/2023",93
"439","Trillium",12,"45-59","08/25/2023",60
"440","Trillium",12,"45-59","08/25/2023",1
"441","Trillium",12,"45-59","08/25/2023",4
"442","Trillium",12,"45-59","08/25/2023",49
"443","Trillium",13,"00-14","08/25/2023",1
"444","Trillium",13,"00-14","08/25/2023",22
"445","Trillium",13,"00-14","08/25/2023",1
"446","Trillium",13,"00-14","08/25/2023",35
"447","Trillium",13,"15-29","08/25/2023",51
"448","Trillium",13,"15-29","08/25/2023",1
"449","Trillium",13,"15-29","08/25/2023",1
"450","Trillium",13,"15-29","08/25/2023",74
"451","Trillium",13,"30-44","08/25/2023",41
"452","Trillium",13,"30-44","08/25/2023",1
"453","Trillium",13,"30-44","08/25/2023",9
"454","Trillium",13,"30-44","08/25/2023",66
"455","Trillium",13,"45-59","08/25/2023",15
"456","Trillium",13,"45-59","08/25/2023",32
"457","Trillium",14,"00-14","08/25/2023",8
"458","Trillium",14,"00-14","08/25/2023",8
"459","Trillium",7,"45-59","08/28/2023",1
"460","Trillium",8,"00-14","08/28/2023",2
"461","Trillium",8,"00-14","08/28/2023",1
"462","Trillium",8,"00-14","08/28/2023",3
"463","Trillium",8,"15-29","08/28/2023",3
"464","Trillium",8,"15-29","08/28/2023",6
"465","Trillium",8,"15-29","08/28/2023",11
"466","Trillium",8,"30-44","08/28/2023",2
"467","Trillium",8,"30-44","08/28/2023",1
"468","Trillium",8,"30-44","08/28/2023",32
"469","Trillium",8,"45-59","08/28/2023",11
"470","Trillium",8,"45-59","08/28/2023",1
"471","Trillium",8,"45-59","08/28/2023",18
"472","Trillium",9,"00-14","08/28/2023",7
"473","Trillium",9,"00-14","08/28/2023",10
"474","Trillium",9,"15-29","08/28/2023",3
"475","Trillium",9,"15-29","08/28/2023",2
"476","Trillium",9,"15-29","08/28/2023",2
"477","Trillium",9,"15-29","08/28/2023",18
"478","Trillium",9,"30-44","08/28/2023",6
"479","Trillium",9,"30-44","08/28/2023",1
"480","Trillium",9,"30-44","08/28/2023",1
"481","Trillium",9,"30-44","08/28/2023",23
"482","Trillium",9,"45-59","08/28/2023",8
"483","Trillium",9,"45-59","08/28/2023",1
"484","Trillium",9,"45-59","08/28/2023",1
"485","Trillium",9,"45-59","08/28/2023",16
"486","Trillium",10,"00-14","08/28/2023",21
"487","Trillium",10,"00-14","08/28/2023",1
"488","Trillium",10,"00-14","08/28/2023",35
"489","Trillium",10,"15-29","08/28/2023",10
"490","Trillium",10,"15-29","08/28/2023",2
"491","Trillium",10,"15-29","08/28/2023",15
"492","Trillium",10,"30-44","08/28/2023",3
"493","Trillium",10,"30-44","08/28/2023",8
"494","Trillium",10,"45-59","08/28/2023",4
"495","Trillium",10,"45-59","08/28/2023",8
"496","Trillium",11,"00-14","08/28/2023",27
"497","Trillium",11,"00-14","08/28/2023",1
"498","Trillium",11,"00-14","08/28/2023",125
"499","Trillium",11,"15-29","08/28/2023",1
"500","Trillium",11,"15-29","08/28/2023",25
"501","Trillium",11,"15-29","08/28/2023",3
"502","Trillium",11,"15-29","08/28/2023",103
"503","Trillium",11,"30-44","08/28/2023",3
"504","Trillium",11,"30-44","08/28/2023",29
"505","Trillium",11,"30-44","08/28/2023",88
"506","Trillium",11,"45-59","08/28/2023",18
"507","Trillium",11,"45-59","08/28/2023",5
"508","Trillium",11,"45-59","08/28/2023",64
"509","Trillium",12,"00-14","08/28/2023",47
"510","Trillium",12,"00-14","08/28/2023",1
"511","Trillium",12,"00-14","08/28/2023",7
"512","Trillium",12,"00-14","08/28/2023",100
"513","Trillium",12,"15-29","08/28/2023",47
"514","Trillium",12,"15-29","08/28/2023",1
"515","Trillium",12,"15-29","08/28/2023",10
"516","Trillium",12,"15-29","08/28/2023",143
"517","Trillium",12,"30-44","08/28/2023",1
"518","Trillium",12,"30-44","08/28/2023",50
"519","Trillium",12,"30-44","08/28/2023",4
"520","Trillium",12,"30-44","08/28/2023",101
"521","Trillium",12,"45-59","08/28/2023",41
"522","Trillium",12,"45-59","08/28/2023",6
"523","Trillium",12,"45-59","08/28/2023",61
"524","Trillium",13,"00-14","08/28/2023",52
"525","Trillium",13,"00-14","08/28/2023",2
"526","Trillium",13,"00-14","08/28/2023",2
"527","Trillium",13,"00-14","08/28/2023",88
"528","Trillium",13,"15-29","08/28/2023",63
"529","Trillium",13,"15-29","08/28/2023",1
"530","Trillium",13,"15-29","08/28/2023",6
"531","Trillium",13,"15-29","08/28/2023",107
"532","Trillium",13,"30-44","08/28/2023",38
"533","Trillium",13,"30-44","08/28/2023",1
"534","Trillium",13,"30-44","08/28/2023",6
"535","Trillium",13,"30-44","08/28/2023",57
"536","Trillium",13,"45-59","08/28/2023",17
"537","Trillium",13,"45-59","08/28/2023",3
"538","Trillium",13,"45-59","08/28/2023",26
"539","Trillium",14,"00-14","08/28/2023",9
"540","Trillium",14,"00-14","08/28/2023",17
"541","Trillium",14,"15-29","08/28/2023",21
"542","Trillium",14,"15-29","08/28/2023",3
"543","Trillium",14,"15-29","08/28/2023",53
"544","Trillium",14,"30-44","08/28/2023",6
"545","Trillium",14,"30-44","08/28/2023",2
"546","Trillium",14,"30-44","08/28/2023",58
"547","Trillium",14,"45-59","08/28/2023",25
"548","Trillium",14,"45-59","08/28/2023",3
"549","Trillium",14,"45-59","08/28/2023",1
"550","Trillium",14,"45-59","08/28/2023",41
"551","Trillium",15,"00-14","08/28/2023",2
"552","Trillium",15,"00-14","08/28/2023",3
"553","Trillium",7,"45-59","08/29/2023",1
"554","Trillium",7,"45-59","08/29/2023",1
"555","Trillium",8,"00-14","08/29/2023",4
"556","Trillium",8,"00-14","08/29/2023",2
"557","Trillium",8,"00-14","08/29/2023",22
"558","Trillium",8,"15-29","08/29/2023",4
"559","Trillium",8,"15-29","08/29/2023",3
"560","Trillium",8,"15-29","08/29/2023",28
"561","Trillium",8,"30-44","08/29/2023",4
"562","Trillium",8,"30-44","08/29/2023",2
"563","Trillium",8,"30-44","08/29/2023",14
"564","Trillium",8,"45-59","08/29/2023",1
"565","Trillium",8,"45-59","08/29/2023",10
"566","Trillium",8,"45-59","08/29/2023",1
"567","Trillium",8,"45-59","08/29/2023",20
"568","Trillium",9,"00-14","08/29/2023",9
"569","Trillium",9,"00-14","08/29/2023",3
"570","Trillium",9,"00-14","08/29/2023",20
"571","Trillium",9,"15-29","08/29/2023",1
"572","Trillium",9,"15-29","08/29/2023",7
"573","Trillium",9,"15-29","08/29/2023",1
"574","Trillium",9,"15-29","08/29/2023",7
"575","Trillium",9,"15-29","08/29/2023",20
"576","Trillium",9,"30-44","08/29/2023",13
"577","Trillium",9,"30-44","08/29/2023",1
"578","Trillium",9,"30-44","08/29/2023",33
"579","Trillium",9,"45-59","08/29/2023",11
"580","Trillium",9,"45-59","08/29/2023",2
